id,promise_status,score_yes,score_no,model_family,mode,finetune_path,prompt_id,prompt_path,run_id,source,raw_prediction
12030,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12059,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12061,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""透過外派輪調讓具潛力同仁得以歷練不同地區職務，並藉以擴充全球研發量能。"",""evidence_status"":""Yes"",""evidence_str"":""歷練條件分為跨功能、跨組織、跨地區三大項，並將外派輪調加速政策結合晉升制度，列入其審核條件，同步與各區協作，提早為關鍵人才職涯佈局，確保人才承擔重要職責時，能有相應的經驗與磨練。另外也訂定晉升專業職的判斷指標，作為技術委員會及人事評議委員會的審核參考。2024 年關鍵人才輪調滿兩年比例較去年增加 5%，其中外派比例較去年增加 6%。""}<end_of_turn>
<eos>"
12066,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12076,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12078,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12080,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12083,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12088,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""我們希望通過這些捐贈，為社會發展盡一份力量，實現更美好的未來。"",""evidence_status"":""Yes"",""evidence_str"":""我們捐贈給清華大學的動機系賽車隊、DIT 機器人項目以及動手做獎助金，這些捐贈不僅支持了學生們在科技和創新領域的發展，也鼓勵了他們的實踐能力和團隊合作精神。另外，我們也參與了清華大學的旭日獎學金計畫，這個計畫不僅提供了經濟援助，還鼓勵學術和社會貢獻方面的卓越表現。同時，我們也在中興大學、成功大學設立了獎助金，幫助更多有才華的學子實現他們的學術夢想。 在社會發展方面，我們也不遺餘力。我們捐贈了都市更新計畫，這有助於改善城市的基礎設施和環境，提升居民的生活品質。同時，我們也關心健康領域，捐贈給門諾醫院的東部護理人員培育計畫，這有助於提升醫療服務的質量和效率，保障人民的健康。最後，我們也通過博幼基金會捐贈筆電，這"
12099,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""能源匱乏風險  • 導入能源管理措施  • 設備改善並優化製程，提升生產效能  • 推動能源管理體系"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12105,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12153,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12223,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12224,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12246,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""兆豐金控力拚減碳之企圖與邁向淨零排放之決心。"",""evidence_status"":""Yes"",""evidence_str"":""天下雜誌參考聯合國「絕對全球溫度變化潛勢模型 (AGTP)」方法學建置「企業減碳溫度計」，評估國內企業減碳承諾是否符合聯合國「巴黎協定」之目標。兆豐金控於數百家企業中脫穎而出，獲頒「成效卓越企業」之殊榮，2024 年 6 月 4 日受邀參加天下雜誌「企業 1.5°C 論壇」，""}<end_of_turn>
<eos>"
12248,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12260,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12264,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""包含致力要求供應商達到100%的調查，以及申報的冶煉廠與精煉廠亦需100%通過獨立的第三方機構審核項目認證。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12266,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12280,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""推廣數位應用，培育下一代善用數位工具用影像說故事的能力。"",""evidence_status"":""Yes"",""evidence_str"":""課程安排專業導演帶領社區學童從撰寫故事腳本、影像構圖、取材訪談到影音剪輯、配音錄製等，建構數位影像能力、培育數位使用能力。完成課堂學習後鼓勵返鄉持續進行拍攝，從小導演的視角觀察生活、在地發聲。自 2018 年起至 2024 年止，「小導演專案」已在 13 縣市、23 個社區部落執行，培育 576 位小導演，創作超過 180 支短片。""}<end_of_turn>
<eos>"
12295,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12304,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""包含投資之不動產標的是否取得國內外綠建築標章或建築能效評估⋯等，並將標的之環境風險 (包含升溫風險、土壤液化、地質敏感) 等因子納入考量，以檢視不動產投資標的是否具備ESG規劃。"",""evidence_status"":""Yes"",""evidence_str"":""不動產投資業務：凱基人壽進行不動產投資時，訂有「不動產投資作業手冊」及「不動產投資及管理處理程序」，""}<end_of_turn>
<eos>"
12339,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12353,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12359,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""透過各界攜手合作，不僅改善河川環境、維護當地生態平衡，更從環境教育著手，從小培養孩子們的環境保育意識。"",""evidence_status"":""Yes"",""evidence_str"":""2024 濁水溪白蛤季的舉辦，不僅吸引在地觀光人潮，更帶動地方經濟成長，讓社區共享發展機會，凝聚在地共識，為未來的環境保護與區域永續發展奠定堅實而穩固的基礎。""}<end_of_turn>
<eos>"
12362,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12387,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12441,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12448,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""以謀公司永續經營與風險控管之平衡。"",""evidence_status"":""Yes"",""evidence_str"":""本公司董事之酬勞，依「公司章程」規定年度如有獲利，應提撥不高於百分之一點二為董事酬勞。董事訂定酬金之程序，除參考公司整體的營運績效、產業未來經營風險及發展趨勢，亦參考個人的績效達成率及對公司績效的貢獻度，考量面向包含公司目標與任務之掌握、董事職責認知、對公司營運之參與程度、內部關係經營與溝通、董事之專業及持續進修、內部控制等納入績效評核與薪酬發放考量而給予合理報酬，相關績效考核及薪酬合理性均經薪資報酬委員會及董事會審核，並隨時視實際經營狀況及相關法令適時檢討酬金制度，""}<end_of_turn>
<eos>"
12449,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12460,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12472,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""積極投入新興技術研究與發展。"",""evidence_status"":""Yes"",""evidence_str"":""2024 年，研發工作人員數達 446 人，當年度完成研發專案數量共 17 件，智慧財產權（包含專利權、著作權以及集成電路布圖設計）累計有效件數共 202 件。""}<end_of_turn>
<eos>"
12487,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""揭櫫本公司對於維護勞動人權、反對任何形式之歧視、提供安全與健康的工作環境及建立順暢和透明之溝通管道之重視。"",""evidence_status"":""Yes"",""evidence_str"":""「中租控股人權政策」於2018年9月通過，並於2023年12月修訂，""}<end_of_turn>
<eos>"
12490,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12500,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""增強鴻海面對極端天氣事件的彈性，這些事件可能會干擾營運和供應鏈。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12507,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12526,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12542,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""本集團整合資源，提供多元金融方案滿足多元客戶之需求，落實社會共好。"",""evidence_status"":""Yes"",""evidence_str"":""合庫銀行承作促進小型企業及社區發展之貸款 540.43 億元，金額超過 50 億元者有都更貸款 337.01 億元、農林漁貸款 117.39 億元及青年貸款 85.94 億元。相關貸款之逾期放款金額占總促進小型企業及社區發展貸款之比率為 0.28%，總逾期放款件數共 986 件。""}<end_of_turn>
<eos>"
12582,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""針對各議題制定因應措施，以利及早掌握風險並減緩潛在威脅。"",""evidence_status"":""Yes"",""evidence_str"":""和碩參考TCFD、CDP和國際研究報告，盤點氣候變遷風險與機會議題庫，並將轉型風險依據風險要素分為政策、市場、技術類別，實體風險則依據該議題預計發生的時間，區別為長期性和立即性風險。2024年共納入15項議題，由高階主管鑑別短(1~3年)、中(3~5年)、長期(5~10年)風險與機會，經彙整鑑別結果後，依據發生可能性和衝擊程度繪製氣候變遷風險與機會矩陣圖，呈現各議題之高、中、低度風險等級，作為管理階層研擬風險管理策略時的評估依據。""}<end_of_turn>
<eos>"
12587,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12631,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12642,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""為表達維護、體現尊重與保護人權之責任，由總經理代表全體員工簽署人權聲明，公開宣示本公司支持與遵守人權政策，並以相同標準期許供應商與客戶等合作夥伴，共同提升對人權議題之關注，"",""evidence_status"":""Yes"",""evidence_str"":""本集團遵循「聯合國世界人權宣言」、「聯合國全球盟約」與「國際勞工公約」等國際人權公約規範，制定人權政策、行為準則並適用集團之子公司，""}<end_of_turn>
<eos>"
12647,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12679,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12681,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12685,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""為維護雲林縣空氣品質，"",""evidence_status"":""Yes"",""evidence_str"":""規定進出麥寮園區之柴油車輛於申辦入廠證時，需檢附排煙檢測合格文件，如柴油車輛排煙遭主管機關開單舉發時，廠商需重新檢測並取得合格證明，否則禁止入廠。依雲林縣環保局歷次柴油車排煙檢測統計，2024 年於進出麥寮園區之鄰近道路進行攔檢作業，攔查柴油車輛數 195 輛，檢測 84 輛 ( 若當年度未進行排氣定檢，則進行檢測 )，0 輛不合格，檢測不合格率為 0%、攔查不合格率為 0%，近年攔檢結果如下：""}<end_of_turn>
<eos>"
12686,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""幫助主管進行團隊輔導管理「有效率」，業務活動「有效能」，加速超越擴大績效及組織發展目標。"",""evidence_status"":""Yes"",""evidence_str"":""除了個人業務管理，「FBLI 智能業務管理」系統更強化主管輔導管理功能，協助主管觀測夥伴的活動量及銷售活動轉換率，即時督導行程安排與拜訪量，並且日對於業務同仁的接觸中客戶，主管可追蹤其行銷或增員進程，適時督促夥伴再次約訪，協助夥伴發掘盲點、掌握潛在機會，提醒夥伴往前推進方向，機會來時不漏接。""}<end_of_turn>
<eos>"
12703,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12705,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""和艦亦執行節水措施，提升用水效率，降低水風險對營運影響。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12709,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12714,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12752,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12780,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12802,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12816,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""每年一次由永續發展委員會審議並提報董事會通過後，對外發佈以向利害關係人溝通。"",""evidence_status"":""Yes"",""evidence_str"":""永續發展委員會以總經理室為幕僚作業部門，設有「永續及風險管理工作小組」，由總經理擔任召集人，各機能組分別負責不同職能領域，負責推動公司風險管理、企業社會責任及氣候變遷調適等永續相關工作。工作成果編製彙整於永續報告書，""}<end_of_turn>
<eos>"
12820,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""該組織對於重大議題有設定清楚的短、中、長期目標與管理實績，涵蓋環境、社會、治理與創新面向。報告書亦適度揭露相關資訊，並考量目標之可行性與執行力，展現組織在永續議題上的承諾。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12830,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12833,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""針對環境保護、減碳計畫及 2050 淨零碳排目標等議題進行議合； ｜ 持續與投資標的交流議合。"",""evidence_status"":""Yes"",""evidence_str"":""2024 年中信金控旗下子公司與特定產業如鋼鐵、水泥等高碳排產業，""}<end_of_turn>
<eos>"
12864,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""緯穎科技以「知人善用、適才適所、育才留才」理念發展人力資本，員工與組織共同成長，達到企業最大效益。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12866,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12894,Yes,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""Yes"",""promise_str"":""本公司廣開內外部人才來源進行人才獲取與培育，以強化人才板凳深度。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12902,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12906,No,,,/models/unsloth-gemma-4-12b,gemma_fallback:t=0.6,/models/gemma4_st12_mix,,,submit_9_stage1,gemma_fallback,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
